C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/10/29,04:05:02,0000000300541834,,0000000300541828
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/10/28 04:05:00",1,NSW1,0,59.55985,0,59.55985,0,0,5904.63,-8.59424,6088.5,583,-399.13,0,,,66.71,,,,,,,,22,,,,,,,,54,,,,,,,,282,,,,,,,,178.6,,,,,,,,163.53,,,,,,0,10493.028,583,6526.94824,6514.51,,47,,,,47,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.07,0.07,0,0.15,0.15,0,14.95,14.95,0
D,DREGION,,2,"2018/10/28 04:05:00",1,QLD1,0,53.24815,0,53.24815,0,0,5044.96,15.59082,5716.79,0,671.83,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,44,,,,,,,,182.93,,,,,,,,151,,,,,,0,9697.062,0,5041.32471,5055.89,,53,,,,139.22,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.07,0.07,0,0.15,0.15,0,14.95,14.95,0
D,DREGION,,2,"2018/10/28 04:05:00",1,SA1,0,113.67994,0,113.67994,0,0,1002.47,-1.69023,877.51,40,-164.96,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,-6.09088,2074.981,80,1049.13989,1043.43,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.07,0.07,0,0.15,0.15,0,14.95,14.95,0
D,DREGION,,2,"2018/10/28 04:05:00",1,TAS1,0,104.5,0,104.5,0,0,1105.67,1.94568,966.34,0,-139.34,0,,,110,,,,,,,,113.91,,,,,,,,7.44,,,,,,,,64.34,,,,,,,,56.17,,,,,,,,44.93,,,,,,0,1987.645,0,1103.72913,1105.67,,50,,,,5,,,,,,,,,,,,,,,,,,,9.95,9.95,0,4.95,4.95,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.07,0.07,0,0.15,0.15,0,13.9,13.9,0
D,DREGION,,2,"2018/10/28 04:05:00",1,VIC1,0,107.81029,0,107.81029,0,0,3619.17,16.37354,3694.84,0,75.67,0,,,50,,,,,,,,50,,,,,,,,10,,,,,,,,51,,,,,,,,37,,,,,,,,40,,,,,,0,7159.843,0,3611.71558,3624.48,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.07,0.07,0,0.15,0.15,0,14.95,14.95,0
D,DREGION,,2,"2018/10/28 04:10:00",1,NSW1,0,59.56,0,59.56,0,0,5930.15,-8.03467,6120.36,583,-392.8,0,,,74,,,,,,,,62,,,,,,,,54,,,,,,,,282,,,,,,,,167.26,,,,,,,,143.6,,,,,,0,10492.358,583,6551.57666,6539.15,,28,,,,44.52,,,,,,,,,,,,,,,,,,,1.45,1.45,0,2,2,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.12,0.12,0,0.19,0.19,0,13.9,13.9,0
D,DREGION,,2,"2018/10/28 04:10:00",1,QLD1,0,53.2936,0,53.2936,0,0,5089.56,15.14111,5752.79,0,663.23,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,44,,,,,,,,207,,,,,,,,177,,,,,,-1.8805,9698.286,0,5088.3374,5100.12,,73.9,,,,164.22,,,,,,,,,,,,,,,,,,,1.45,1.45,0,2,2,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.12,0.12,0,0.19,0.19,0,13.9,13.9,0
D,DREGION,,2,"2018/10/28 04:10:00",1,SA1,0,91.34,0,91.34,0,0,1015.58,0.54213,892.09,18.51,-142,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0,2070.416,80,1056.28967,1034.8,,0,,,,0,,,,,,,,,,,,,,,,,,,1.45,1.45,0,2,2,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.12,0.12,0,0.19,0.19,0,13.9,13.9,0
D,DREGION,,2,"2018/10/28 04:10:00",1,TAS1,0,89.89035,0,89.89035,0,0,1103.53,1.58728,918.53,0,-185,0,,,79.06,,,,,,,,73.44,,,,,,,,6.44,,,,,,,,42.89,,,,,,,,38.3,,,,,,,,39.96,,,,,,0,1988.53,0,1101.93774,1103.53,,48.1,,,,5,,,,,,,,,,,,,,,,,,,9.95,9.95,0,4.95,4.95,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.12,0.12,0,0.19,0.19,0,13.9,13.9,0
D,DREGION,,2,"2018/10/28 04:10:00",1,VIC1,0,87.58616,0,87.58616,0,0,3603.46,11.44971,3702.59,0,99.13,0,,,74.33,,,,,,,,50,,,,,,,,10,,,,,,,,51,,,,,,,,30,,,,,,,,38,,,,,,0,7167.589,0,3598.80029,3608.76,,0,,,,0,,,,,,,,,,,,,,,,,,,1.45,1.45,0,2,2,0,14.4,14.4,0,14.4,14.4,0,0.03,0.03,0,0.12,0.12,0,0.19,0.19,0,13.9,13.9,0
