C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/07/04,04:05:01,0000000296639733,,0000000296639727
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/07/03 04:05:00",1,NSW1,0,57.01908,0,57.01908,0,0,6954.25,2.37695,5751.1,40,-1243.15,0,,,128,,,,,,,,15.12,,,,,,,,12,,,,,,,,366,,,,,,,,231,,,,,,,,206,,,,,,0,12018.04261,40,7025.24756,7030.56,,33,,,,32.04,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,9.99,9.99,0,9.99,9.99,0,0.02,0.02,0,0.07,0.07,0,0.17,0.17,0,9.99,9.99,0
D,DREGION,,2,"2018/07/03 04:05:00",1,QLD1,0,55.00004,0,55.00004,0,0,5125.48,10.3291,5384.54,0,259.06,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,25,,,,,,,,89.01,,,,,,,,73.54,,,,,,0,9806,240,5117.60205,5126.65,,36.53,,,,100.51,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,9.99,9.99,0,9.99,9.99,0,0.02,0.02,0,0.07,0.07,0,0.17,0.17,0,9.99,9.99,0
D,DREGION,,2,"2018/07/03 04:05:00",1,SA1,0,22.60593,0,22.60593,0,0,1046.58,-3.47523,1260.73,10,204.15,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0,3074.412,80,1101.00354,1067.45,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,9.99,9.99,0,9.99,9.99,0,0.02,0.02,0,0.07,0.07,0,0.17,0.17,0,9.99,9.99,0
D,DREGION,,2,"2018/07/03 04:05:00",1,TAS1,0,26.64081,0,26.64081,0,0,988.16,1.78723,655.39,0,-332.77,0,,,40.93,,,,,,,,100.34,,,,,,,,26.76,,,,,,,,24.25,,,,,,,,46.89,,,,,,,,37.51,,,,,,0,2234.495,0,986.37305,988.16,,50,,,,10,,,,,,,,,,,,,,,,,,,15,15,0,7,7,0,23,23,0,23,23,0,0.02,0.02,0,0.05,0.05,0,0.17,0.17,0,6,6,0
D,DREGION,,2,"2018/07/03 04:05:00",1,VIC1,0,10.5,0,10.5,0,0,4214.8,-7.37158,5421.13,0,1206.33,0,,,85,,,,,,,,55,,,,,,,,15,,,,,,,,69,,,,,,,,57.86,,,,,,,,63.71,,,,,,0,9437.67295,0,4264.25146,4260.07,,0.47,,,,0.83,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,9.99,9.99,0,9.99,9.99,0,0.02,0.02,0,0.07,0.07,0,0.17,0.17,0,9.99,9.99,0
D,DREGION,,2,"2018/07/03 04:05:00",1,NSW1,1,55.26691,0,55.26691,0,0,6954.25,2.37695,5750.96,40,-1243.29,0,,,128,,,,,,,,15,,,,,,,,12,,,,,,,,369.23,,,,,,,,241,,,,,,,,206,,,,,,0,12018.04261,40,7025.24756,7031.41,,33,,,,32.04,,,,,,,,,,,,,,,,,,,2.78,2.78,0,5.49,5.49,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.06,0.06,0,0.17,0.17,0,14.95,14.95,0
D,DREGION,,2,"2018/07/03 04:05:00",1,QLD1,1,53.30992,0,53.30992,0,0,5125.48,10.3291,5370.76,0,245.29,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,20,,,,,,,,91.09,,,,,,,,62.75,,,,,,0,9806,240,5117.60205,5126.49,,33,,,,100.51,,,,,,,,,,,,,,,,,,,2.78,2.78,0,5.49,5.49,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.06,0.06,0,0.17,0.17,0,14.95,14.95,0
D,DREGION,,2,"2018/07/03 04:05:00",1,SA1,1,21.91698,0,21.91698,0,0,1046.58,-3.47523,1300.73,9.6,244.55,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0,3074.412,80,1101.00354,1067.81,,0,,,,0,,,,,,,,,,,,,,,,,,,2.78,2.78,0,5.49,5.49,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.06,0.06,0,0.17,0.17,0,14.95,14.95,0
D,DREGION,,2,"2018/07/03 04:05:00",1,TAS1,1,26.02792,0,26.02792,0,0,988.16,1.78723,655.69,0,-332.47,0,,,30.93,,,,,,,,100.64,,,,,,,,26.76,,,,,,,,24.25,,,,,,,,46.89,,,,,,,,37.51,,,,,,0,2234.495,0,986.37305,988.16,,50,,,,10,,,,,,,,,,,,,,,,,,,15,15,0,7,7,0,23,23,0,23,23,0,0.02,0.02,0,0.05,0.05,0,0.17,0.17,0,6,6,0
D,DREGION,,2,"2018/07/03 04:05:00",1,VIC1,1,10.5,0,10.5,0,0,4214.8,-7.37158,5398.07,0,1183.27,0,,,95,,,,,,,,54.82,,,,,,,,15,,,,,,,,69,,,,,,,,47.18,,,,,,,,75.89,,,,,,0,9437.67295,0,4264.25146,4262.34,,4,,,,4,,,,,,,,,,,,,,,,,,,2.78,2.78,0,5.49,5.49,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.06,0.06,0,0.17,0.17,0,14.95,14.95,0
