C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/09/01,04:05:26,0000000298607896,,0000000298607890
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/08/31 04:05:00",1,NSW1,0,63.00793,0,63.00793,0,0,6791.54,-7.93799,5917.7,436,-1309.85,0,,,68,,,,,,,,10,,,,,,,,34.44,,,,,,,,351,,,,,,,,230.37,,,,,,,,223.08,,,,,,0,10418.39258,436,7280.03613,7267.31,,21,,,,55,,,,,,,,,,,,,,,,,,,10,10,0,14.75,14.75,0,13.99821,13.99821,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
D,DREGION,,2,"2018/08/31 04:05:00",1,QLD1,0,59.72996,0,59.72996,0,0,5182.62,15.2959,5801.1,240,378.49,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,34,,,,,,,,57,,,,,,,,30,,,,,,1.78855,9865.46739,240,5412.3335,5425.32,,9,,,,40,,,,,,,,,,,,,,,,,,,10,10,0,14.75,14.75,0,13.99821,13.99821,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
D,DREGION,,2,"2018/08/31 04:05:00",1,SA1,0,40.62254,0,40.62254,0,0,1024.24,0.37441,1456.51,0,432.27,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0.99746,3184.088,80,1037.17041,1037.83,,40,,,,0,,,,,,,,,,,,,,,,,,,10,10,0,14.75,14.75,0,13.99821,13.99821,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
D,DREGION,,2,"2018/08/31 04:05:00",1,TAS1,0,32.71868,0,32.71868,0,0,1087.26,2.21082,1474.24,0,386.98,0,,,79.26,,,,,,,,100.8,,,,,,,,0,,,,,,,,30,,,,,,,,55.39,,,,,,,,47.98,,,,,,3.69494,2429.508,0,1095.0387,1100.33,,50,,,,35,,,,,,,,,,,,,,,,,,,10,10,0,4.95,4.95,0,13.99821,13.99821,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,8.95034,8.95034,0
D,DREGION,,2,"2018/08/31 04:05:00",1,VIC1,0,39.03157,0,39.03157,0,0,4114.14,-2.22217,4348.69,0,234.55,0,,,103.93,,,,,,,,50,,,,,,,,10,,,,,,,,79.88,,,,,,,,71.88,,,,,,,,69.59,,,,,,40.77859,8246.31209,0,4130.62744,4167.45,,0,,,,0,,,,,,,,,,,,,,,,,,,10,10,0,14.75,14.75,0,13.99821,13.99821,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
D,DREGION,,2,"2018/08/31 04:10:00",1,NSW1,0,58.00002,0,58.00002,0,0,6830.84,-17.521,5858.28,436,-1408.56,0,,,68,,,,,,,,10,,,,,,,,30.34,,,,,,,,335.26,,,,,,,,197.61,,,,,,,,221.99,,,,,,-18.50467,10437.76331,436,7350.52881,7313.58,,21,,,,47.87,,,,,,,,,,,,,,,,,,,9.95,9.95,0,9.5,9.5,0,5,5,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
D,DREGION,,2,"2018/08/31 04:10:00",1,QLD1,0,54.26021,0,54.26021,0,0,5159.76,-6.521,5849.9,240,450.14,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,34,,,,,,,,57,,,,,,,,30,,,,,,-0.25724,9864.71322,240,5413.59863,5403.83,,9,,,,40,,,,,,,,,,,,,,,,,,,9.95,9.95,0,9.5,9.5,0,5,5,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
D,DREGION,,2,"2018/08/31 04:10:00",1,SA1,0,24.67868,0,24.67868,0,0,976.4,0.75197,1457.94,0,481.55,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,-0.47147,3181.267,80,1027.54919,992.12,,40,,,,0,,,,,,,,,,,,,,,,,,,9.95,9.95,0,9.5,9.5,0,5,5,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
D,DREGION,,2,"2018/08/31 04:10:00",1,TAS1,0,22.97,0,22.97,0,0,1066.17,2.34537,1456.46,0,390.29,0,,,79.26,,,,,,,,96.7,,,,,,,,0,,,,,,,,0,,,,,,,,52.24,,,,,,,,26.43,,,,,,0,2419.842,0,1076.95508,1079.46,,50,,,,38.5,,,,,,,,,,,,,,,,,,,9.95,9.95,0,4.95,4.95,0,5,5,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,8.95034,8.95034,0
D,DREGION,,2,"2018/08/31 04:10:00",1,VIC1,0,15.81,0,15.81,0,0,4039.54,14.43945,4266.71,0,227.17,0,,,104.21,,,,,,,,55,,,,,,,,15,,,,,,,,129,,,,,,,,111.71,,,,,,,,96.14,,,,,,0,8229.3378,0,4077.53418,4100.3,,0,,,,3.63,,,,,,,,,,,,,,,,,,,9.95,9.95,0,9.5,9.5,0,5,5,0,25.81,25.81,0,0.03,0.03,0,0.07,0.07,0,0.19,0.19,0,14.95,14.95,0
