C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/06/30,04:05:45,0000000296507486,,0000000296507480
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/06/29 04:05:00",1,NSW1,0,52.81037,0,52.81037,0,0,6958.5,-23.49365,5864.8,40,-1133.7,0,,,102.96,,,,,,,,27.6,,,,,,,,12,,,,,,,,341,,,,,,,,219,,,,,,,,184.08,,,,,,-1.57505,11590.24475,40,7052.35547,7021,,29.81,,,,31.04,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,10,10,0,10,10,0,0.01,0.01,0,0.07,0.07,0,0.15,0.15,0,10,10,0
D,DREGION,,2,"2018/06/29 04:05:00",1,QLD1,0,48.75192,0,48.75192,0,0,5209.47,2.19727,5782.89,0,573.42,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,35,,,,,,,,94,,,,,,,,95,,,,,,0.55338,10350.314,240,5212.97803,5215.86,,0.2,,,,102.83,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,10,10,0,10,10,0,0.01,0.01,0,0.07,0.07,0,0.15,0.15,0,10,10,0
D,DREGION,,2,"2018/06/29 04:05:00",1,SA1,0,46.24725,0,46.24725,0,0,1015.54,-0.5409,1300.06,0,284.52,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,3.06797,2840.395,80,1041.14575,1018.69,,35.99,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,10,10,0,10,10,0,0.01,0.01,0,0.07,0.07,0,0.15,0.15,0,10,10,0
D,DREGION,,2,"2018/06/29 04:05:00",1,TAS1,0,52.38792,0,52.38792,0,0,1128.81,1.35794,781.98,0,-346.83,0,,,77.59,,,,,,,,83.48,,,,,,,,19.08,,,,,,,,32.24,,,,,,,,41.56,,,,,,,,35,,,,,,-4.47621,2269.921,0,1131.92908,1128.81,,50,,,,0,,,,,,,,,,,,,,,,,,,20.07,20.07,0,7.83,7.83,0,19.18,19.18,0,19.18,19.18,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,4.86,4.86,0
D,DREGION,,2,"2018/06/29 04:05:00",1,VIC1,0,49.17053,0,49.17053,0,0,4498.2,-3.5293,5167.87,0,669.66,0,,,75,,,,,,,,55,,,,,,,,15,,,,,,,,81.63,,,,,,,,62.52,,,,,,,,59,,,,,,2.29282,8621.86531,0,4514.47754,4513.23,,4,,,,2,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,10,10,0,10,10,0,0.01,0.01,0,0.07,0.07,0,0.15,0.15,0,10,10,0
D,DREGION,,2,"2018/06/29 04:05:00",1,NSW1,1,52.8106,0,52.8106,0,0,6958.5,-23.49365,5849.71,40,-1148.79,0,,,114,,,,,,,,32.6,,,,,,,,12,,,,,,,,376,,,,,,,,246.95,,,,,,,,217.04,,,,,,-1.57505,11590.24475,40,7052.35547,7022.46,,28.81,,,,43,,,,,,,,,,,,,,,,,,,5,5,0,9.5,9.5,0,18.85,18.85,0,24.97,24.97,0,0.01,0.01,0,0.07,0.07,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/29 04:05:00",1,QLD1,1,49.08075,0,49.08075,0,0,5209.47,2.19727,5740.74,0,531.27,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,45,,,,,,,,58,,,,,,,,31,,,,,,0.55338,10350.314,240,5212.97803,5214.67,,0,,,,35,,,,,,,,,,,,,,,,,,,5,5,0,9.5,9.5,0,18.85,18.85,0,24.97,24.97,0,0.01,0.01,0,0.07,0.07,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/29 04:05:00",1,SA1,1,45.29383,0,45.29383,0,0,1015.54,-0.5409,1340.06,0,324.52,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,3.06797,2840.395,80,1041.14575,1020.11,,37.19,,,,0,,,,,,,,,,,,,,,,,,,5,5,0,9.5,9.5,0,18.85,18.85,0,24.97,24.97,0,0.01,0.01,0,0.07,0.07,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/29 04:05:00",1,TAS1,1,52.04507,0,52.04507,0,0,1128.81,1.35794,781.98,0,-346.83,0,,,77.59,,,,,,,,83.48,,,,,,,,24.08,,,,,,,,0,,,,,,,,61.43,,,,,,,,35,,,,,,-4.47621,2269.921,0,1131.92908,1128.81,,50,,,,50,,,,,,,,,,,,,,,,,,,20.07,20.07,0,9.5,9.5,0,18.85,18.85,0,20,20,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,4.86,4.86,0
D,DREGION,,2,"2018/06/29 04:05:00",1,VIC1,1,48.81001,0,48.81001,0,0,4498.2,-3.5293,5188.87,0,690.66,0,,,63.96,,,,,,,,50,,,,,,,,10,,,,,,,,75.04,,,,,,,,51,,,,,,,,90.33,,,,,,2.29282,8621.86531,0,4514.47754,4515.31,,4,,,,2,,,,,,,,,,,,,,,,,,,5,5,0,9.5,9.5,0,18.85,18.85,0,24.97,24.97,0,0.01,0.01,0,0.07,0.07,0,0.19,0.19,0,10,10,0
D,DREGION,,2,"2018/06/29 04:10:00",1,NSW1,0,58.74979,0,58.74979,0,0,7047.86,-10.77979,5982.07,40,-1105.78,0,,,110.74,,,,,,,,34.48,,,,,,,,12,,,,,,,,343.14,,,,,,,,219,,,,,,,,182.88,,,,,,0,11594.6127,40,7131.4375,7110.06,,32,,,,31.82,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,14.49,14.49,0,14.9,14.9,0,0.02,0.02,0,0.07,0.07,0,0.15,0.15,0,10,10,0
D,DREGION,,2,"2018/06/29 04:10:00",1,QLD1,0,54.62679,0,54.62679,0,0,5259.02,22.46826,5789.8,0,530.78,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,35,,,,,,,,94,,,,,,,,95,,,,,,0,10350.314,240,5242.23486,5264.13,,4.15,,,,96.18,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,14.49,14.49,0,14.9,14.9,0,0.02,0.02,0,0.07,0.07,0,0.15,0.15,0,10,10,0
D,DREGION,,2,"2018/06/29 04:10:00",1,SA1,0,51.85274,0,51.85274,0,0,1043.72,-1.48182,1300.51,0,256.79,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,4.81807,2851.93,80,1044.20142,1045.98,,29.85,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,14.49,14.49,0,14.9,14.9,0,0.02,0.02,0,0.07,0.07,0,0.15,0.15,0,10,10,0
D,DREGION,,2,"2018/06/29 04:10:00",1,TAS1,0,58.27324,0,58.27324,0,0,1132.03,1.94244,774.74,0,-357.29,0,,,67.14,,,,,,,,73.1,,,,,,,,17.88,,,,,,,,32.21,,,,,,,,41.57,,,,,,,,35,,,,,,0,2257.687,0,1130.09167,1132.03,,50,,,,0,,,,,,,,,,,,,,,,,,,20.07,20.07,0,7.83,7.83,0,19.18,19.18,0,19.59,19.59,0,0.02,0.02,0,0.03,0.03,0,0.02,0.02,0,4.86,4.86,0
D,DREGION,,2,"2018/06/29 04:10:00",1,VIC1,0,54.57526,0,54.57526,0,0,4441.22,-0.92188,5161.73,0,720.51,0,,,75,,,,,,,,55,,,,,,,,15,,,,,,,,85,,,,,,,,61.31,,,,,,,,59,,,,,,0,8630.73258,0,4459.2085,4456.66,,4,,,,2,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,14.49,14.49,0,14.9,14.9,0,0.02,0.02,0,0.07,0.07,0,0.15,0.15,0,10,10,0
