C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/10/26,04:05:33,0000000300442554,,0000000300442548
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/10/25 04:05:00",1,NSW1,0,74.20203,0,74.20203,0,0,6217.07,35.58496,5897.85,0,-319.22,0,,,64,,,,,,,,62,,,,,,,,36,,,,,,,,263,,,,,,,,181,,,,,,,,164.91,,,,,,0,9954.148,0,6246.90674,6265.6,,26.97,,,,21.26,,,,,,,,,,,,,,,,,,,2,2,0,4.95,4.95,0,8.9,8.9,0,14.87,14.87,0,0.13,0.13,0,0.19,0.19,0,0.45,0.45,0,9.61028,9.61028,0
D,DREGION,,2,"2018/10/25 04:05:00",1,QLD1,0,64.99,0,64.99,0,0,5182.86,-1.55615,5986.29,0,803.43,0,,,19.5,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,185.9,,,,,,,,120.86,,,,,,0,9499.865,0,5206.73828,5198.66,,49.49,,,,158.18,,,,,,,,,,,,,,,,,,,2,2,0,4.95,4.95,0,8.9,8.9,0,14.87,14.87,0,0.13,0.13,0,0.19,0.19,0,0.45,0.45,0,9.61028,9.61028,0
D,DREGION,,2,"2018/10/25 04:05:00",1,SA1,0,83.68854,0,83.68854,0,0,1125.6,0.67304,1019.53,0,-106.07,0,,,41,,,,,,,,19,,,,,,,,50,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0,2423.583,80,1125.28137,1125.92,,30,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,4.95,4.95,0,8.9,8.9,0,14.87,14.87,0,0.13,0.13,0,0.19,0.19,0,0.45,0.45,0,9.61028,9.61028,0
D,DREGION,,2,"2018/10/25 04:05:00",1,TAS1,0,88.56,0,88.56,0,0,1074.65,2.61179,640.19,0,-434.46,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,104.22,,,,,,,,39.96,,,,,,,,72.1,,,,,,1.08539,1923,0,1070.95276,1074.65,,43.54,,,,6.46,,,,,,,,,,,,,,,,,,,2,2,0,4.95,4.95,0,8.9,8.9,0,8.95,8.95,0,0,0,0,0,0,0,0,0,0,8.9,8.9,0
D,DREGION,,2,"2018/10/25 04:05:00",1,VIC1,0,81.23876,0,81.23876,0,0,4053.15,8.80273,4196.38,0,143.23,0,,,150,,,,,,,,125.88,,,,,,,,21.78,,,,,,,,41,,,,,,,,33,,,,,,,,38,,,,,,-6.83311,7446.376,0,4075.61572,4075.42,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,4.95,4.95,0,8.9,8.9,0,14.87,14.87,0,0.13,0.13,0,0.19,0.19,0,0.45,0.45,0,9.61028,9.61028,0
D,DREGION,,2,"2018/10/25 04:10:00",1,NSW1,0,74.19248,0,74.19248,0,0,6263.62,29.98389,5945.63,0,-317.99,0,,,44,,,,,,,,62,,,,,,,,34,,,,,,,,263,,,,,,,,175,,,,,,,,165.32,,,,,,9.1306,9944.275,0,6280.44092,6311.48,,28,,,,13.68,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,8.9,8.9,0,12.79083,12.79083,0,0.03,0.03,0,0.19,0.19,0,0.44,0.44,0,8.99,8.99,0
D,DREGION,,2,"2018/10/25 04:10:00",1,QLD1,0,64.99,0,64.99,0,0,5203.45,1.03857,5998.43,0,794.98,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,39,,,,,,,,193.67,,,,,,,,124.83,,,,,,12.05804,9501.845,0,5208.59326,5218.89,,62,,,,163.03,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,8.9,8.9,0,12.79083,12.79083,0,0.03,0.03,0,0.19,0.19,0,0.44,0.44,0,8.99,8.99,0
D,DREGION,,2,"2018/10/25 04:10:00",1,SA1,0,126.89913,0,126.89913,0,0,1112.34,2.35346,1023.72,0,-88.61,0,,,41,,,,,,,,19,,,,,,,,50,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,3.34249,2417.089,80,1106.87708,1112.55,,30,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,8.9,8.9,0,12.79083,12.79083,0,0.03,0.03,0,0.19,0.19,0,0.44,0.44,0,8.99,8.99,0
D,DREGION,,2,"2018/10/25 04:10:00",1,TAS1,0,132.76319,0,132.76319,0,0,1076.95,2.58069,684.27,0,-392.68,0,,,51.97,,,,,,,,40.68,,,,,,,,20.67,,,,,,,,112.8,,,,,,,,35.95,,,,,,,,65.46,,,,,,-2.56435,1923,0,1076.93115,1076.95,,30,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,4.95,4.95,0,8.9,8.9,0,8.9,8.9,0,0.03,0.03,0,0.05,0.05,0,0.14,0.14,0,8.69,8.69,0
D,DREGION,,2,"2018/10/25 04:10:00",1,VIC1,0,123.8,0,123.8,0,0,4133.15,9.44922,4219.89,0,86.75,0,,,131.77,,,,,,,,80.29,,,,,,,,0,,,,,,,,41,,,,,,,,33,,,,,,,,38,,,,,,7.80802,7447.802,0,4138.12695,4152.08,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,8.9,8.9,0,12.79083,12.79083,0,0.03,0.03,0,0.19,0.19,0,0.44,0.44,0,8.99,8.99,0
