C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/09/12,04:05:38,0000000298976614,,0000000298976608
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/09/11 04:05:00",1,NSW1,0,50.07089,0,50.07089,0,0,6435.5,-10.64648,5412.23,309,-1332.27,0,,,60,,,,,,,,46,,,,,,,,26,,,,,,,,308,,,,,,,,181,,,,,,,,184.74,,,,,,25.16617,10273.89298,309,6791.93652,6784.23,,24.17,,,,11,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,7.2,7.2,0,7.2,7.2,0,0.13,0.13,0,0.19,0.19,0,0.8,0.8,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:05:00",1,QLD1,0,45.50003,0,45.50003,0,0,5117.28,6.19434,5719.74,0,602.46,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,25,,,,,,,,132,,,,,,,,102,,,,,,-5.26612,9779.90221,240,5367.18164,5125.53,,54.83,,,,107.83,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,7.2,7.2,0,7.2,7.2,0,0.13,0.13,0,0.19,0.19,0,0.8,0.8,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:05:00",1,SA1,0,0.29302,0,0.29302,0,0,888.41,-1.4989,1059.44,0,171.03,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,-0.41359,2544.679,80,902.83807,889.54,,41,,,,13,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,7.2,7.2,0,7.2,7.2,0,0.13,0.13,0,0.19,0.19,0,0.8,0.8,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:05:00",1,TAS1,0,80.94,0,80.94,0,0,998.39,1.36206,1048.45,0,50.07,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,8.51,,,,,,,,71.44,,,,,,,,48.34,,,,,,5.04669,2326.969,0,997.05261,998.45,,0,,,,50,,,,,,,,,,,,,,,,,,,9.95,9.95,0,9.4,9.4,0,8.9,8.9,0,35,35,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0
D,DREGION,,2,"2018/09/11 04:05:00",1,VIC1,0,22.49974,0,22.49974,0,0,3821.04,-7.10767,4393.35,0,572.31,0,,,199.03,,,,,,,,177.94,,,,,,,,81.78,,,,,,,,107,,,,,,,,50.64,,,,,,,,56,,,,,,-7.2126,8545.26274,0,3881.98047,3835.47,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,7.2,7.2,0,7.2,7.2,0,0.13,0.13,0,0.19,0.19,0,0.8,0.8,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:05:00",1,NSW1,1,50.01017,0,50.01017,0,0,6435.5,-10.64648,5213.2,309,-1531.3,0,,,49.23,,,,,,,,46,,,,,,,,26,,,,,,,,308,,,,,,,,181,,,,,,,,181,,,,,,25.16617,10273.89298,309,6791.93652,6800.85,,22.6,,,,11,,,,,,,,,,,,,,,,,,,4.95,4.95,0,2.78,2.78,0,9,9,0,9,9,0,0.05,0.05,0,0.19,0.19,0,0.45,0.45,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:05:00",1,QLD1,1,45.13825,0,45.13825,0,0,5117.28,6.19434,5722.78,0,605.5,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,25,,,,,,,,132,,,,,,,,118,,,,,,-5.26612,9779.90221,240,5367.18164,5125.72,,25.98,,,,136.09,,,,,,,,,,,,,,,,,,,4.95,4.95,0,2.78,2.78,0,9,9,0,9,9,0,0.05,0.05,0,0.19,0.19,0,0.45,0.45,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:05:00",1,SA1,1,13.37144,0,13.37144,0,0,888.41,-1.4989,1218.86,0,330.46,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,-0.41359,2544.679,80,902.83807,900.06,,41,,,,13,,,,,,,,,,,,,,,,,,,4.95,4.95,0,2.78,2.78,0,9,9,0,9,9,0,0.05,0.05,0,0.19,0.19,0,0.45,0.45,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:05:00",1,TAS1,1,36.27,0,36.27,0,0,998.39,1.36206,1109.45,0,111.06,0,,,26.52,,,,,,,,16.53,,,,,,,,16.53,,,,,,,,15,,,,,,,,43.7,,,,,,,,10.49,,,,,,5.04669,2326.969,0,997.05261,999.22,,30.43,,,,10,,,,,,,,,,,,,,,,,,,4.95,4.95,0,25,25,0,9,9,0,9,9,0,0.03,0.03,0,0.05,0.05,0,0.06,0.06,0,18.01,18.01,0
D,DREGION,,2,"2018/09/11 04:05:00",1,VIC1,1,28.8639,0,28.8639,0,0,3821.04,-7.10767,4427.26,0,606.22,0,,,180,,,,,,,,117.71,,,,,,,,21.55,,,,,,,,112,,,,,,,,78.12,,,,,,,,81.33,,,,,,-7.2126,8545.26274,0,3881.98047,3865.7,,0,,,,0,,,,,,,,,,,,,,,,,,,4.95,4.95,0,2.78,2.78,0,9,9,0,9,9,0,0.05,0.05,0,0.19,0.19,0,0.45,0.45,0,18.4,18.4,0
D,DREGION,,2,"2018/09/11 04:10:00",1,NSW1,0,52.49,0,52.49,0,0,6416,-11.92969,5379.74,309,-1345.26,0,,,62.74,,,,,,,,46,,,,,,,,26,,,,,,,,329.59,,,,,,,,203,,,,,,,,201,,,,,,24.26537,10270.17111,309,6768.16553,6766.97,,26,,,,11,,,,,,,,,,,,,,,,,,,4.99,4.99,0,9.52811,9.52811,0,14.6,14.6,0,14.6,14.6,0,0.13,0.13,0,0.19,0.19,0,1,1,0,18.99,18.99,0
D,DREGION,,2,"2018/09/11 04:10:00",1,QLD1,0,48.2682,0,48.2682,0,0,5100.41,15.72949,5641.68,0,541.27,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,25,,,,,,,,170.47,,,,,,,,133.14,,,,,,11.52483,9784.29721,240,5083.29199,5107.17,,53,,,,143.85,,,,,,,,,,,,,,,,,,,4.99,4.99,0,9.52811,9.52811,0,14.6,14.6,0,14.6,14.6,0,0.13,0.13,0,0.19,0.19,0,1,1,0,18.99,18.99,0
D,DREGION,,2,"2018/09/11 04:10:00",1,SA1,0,35.42486,0,35.42486,0,0,889.09,-1.47022,1061.55,0,172.46,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,0.99869,2560.332,80,930.97968,890.35,,41,,,,13,,,,,,,,,,,,,,,,,,,4.99,4.99,0,9.52811,9.52811,0,14.6,14.6,0,14.6,14.6,0,0.13,0.13,0,0.19,0.19,0,1,1,0,18.99,18.99,0
D,DREGION,,2,"2018/09/11 04:10:00",1,TAS1,0,36.25,0,36.25,0,0,1030,0.50473,1077.58,0,47.58,0,,,14.85,,,,,,,,81.18,,,,,,,,64.95,,,,,,,,0,,,,,,,,59.88,,,,,,,,47.9,,,,,,4.00668,2327.96,0,1025.84314,1030.05,,50,,,,50,,,,,,,,,,,,,,,,,,,9.95,9.95,0,9.4,9.4,0,0,0,0,35,35,0,0.03,0.03,0,0.08272,0.08272,0,0.06,0.06,0,8.92,8.92,0
D,DREGION,,2,"2018/09/11 04:10:00",1,VIC1,0,41.87825,0,41.87825,0,0,3822.74,3.81934,4473.92,0,651.18,0,,,200,,,,,,,,184.23,,,,,,,,85.47,,,,,,,,112,,,,,,,,109,,,,,,,,104.33,,,,,,12.83671,8551.82969,0,3845.91357,3839.93,,0,,,,0,,,,,,,,,,,,,,,,,,,4.99,4.99,0,9.52811,9.52811,0,14.6,14.6,0,14.6,14.6,0,0.13,0.13,0,0.19,0.19,0,1,1,0,18.99,18.99,0
D,DREGION,,2,"2018/09/11 04:10:00",1,NSW1,1,53.75072,0,53.75072,0,0,6416,-11.92969,5229.45,309,-1495.54,0,,,62.74,,,,,,,,46,,,,,,,,26,,,,,,,,308,,,,,,,,181,,,,,,,,177,,,,,,24.26537,10270.17111,309,6768.16553,6779.23,,16,,,,11,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,8.99,8.99,0,8.99,8.99,0,0.13,0.13,0,0.19,0.19,0,1,1,0,15.56004,15.56004,0
D,DREGION,,2,"2018/09/11 04:10:00",1,QLD1,1,48.95,0,48.95,0,0,5100.41,15.72949,5677.16,0,576.74,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,25,,,,,,,,132.34,,,,,,,,116.95,,,,,,11.52483,9784.29721,240,5083.29199,5108.16,,53.97,,,,111.68,,,,,,,,,,,,,,,,,,,2,2,0,3,3,0,8.99,8.99,0,8.99,8.99,0,0.13,0.13,0,0.19,0.19,0,1,1,0,15.56004,15.56004,0
