C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/07/29,04:05:31,0000000297462137,,0000000297462131
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/07/28 04:05:00",1,NSW1,0,52.54027,0,52.54027,0,0,6729.06,-31.5752,5728.64,0,-1000.43,0,,,74,,,,,,,,12,,,,,,,,12,,,,,,,,360,,,,,,,,266.47,,,,,,,,234.6,,,,,,8.63538,10727.808,0,6769.65771,6745.14,,47.5,,,,47.01,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,10.47305,10.47305,0,10.47305,10.47305,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,8.99,8.99,0
D,DREGION,,2,"2018/07/28 04:05:00",1,QLD1,0,48.95329,0,48.95329,0,0,5055.65,16.41064,5513.53,0,457.88,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,19,,,,,,,,101,,,,,,,,75.54,,,,,,2.62104,9925.027,240,5042.71875,5060.38,,22.5,,,,70.48,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,10.47305,10.47305,0,10.47305,10.47305,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,8.99,8.99,0
D,DREGION,,2,"2018/07/28 04:05:00",1,SA1,0,78.69,0,78.69,0,0,1175.34,-5.9559,892.54,0,-282.8,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,8.2208,2561.529,80,1189.79944,1191.73,,0,,,,10,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,10.47305,10.47305,0,10.47305,10.47305,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,8.99,8.99,0
D,DREGION,,2,"2018/07/28 04:05:00",1,TAS1,0,9.76993,0,9.76993,0,0,1137.24,0.30261,1583.76,0,446.52,0,,,129.35,,,,,,,,139.04,,,,,,,,26.74,,,,,,,,30,,,,,,,,0,,,,,,,,0,,,,,,1.5177,2414.897,0,1152.20996,1154.69,,50,,,,15.52,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8.97,8.97,0,8.97,8.97,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,8.91007,8.91007,0
D,DREGION,,2,"2018/07/28 04:05:00",1,VIC1,0,10.5,0,10.5,0,0,4136.47,-9.2793,4613.44,0,476.97,0,,,47.28,,,,,,,,15,,,,,,,,15,,,,,,,,73.5,,,,,,,,59,,,,,,,,72.33,,,,,,-5.07038,8622.14254,0,4194.11523,4179.95,,0,,,,4,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,10.47305,10.47305,0,10.47305,10.47305,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,8.99,8.99,0
D,DREGION,,2,"2018/07/28 04:10:00",1,NSW1,0,58.00005,0,58.00005,0,0,6822.19,-8.7124,5802.95,0,-1019.24,0,,,74,,,,,,,,12,,,,,,,,12,,,,,,,,360.52,,,,,,,,266.41,,,,,,,,234.6,,,,,,6.54451,10705.34,0,6845.54688,6839.46,,37,,,,37,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,9.99,9.99,0
D,DREGION,,2,"2018/07/28 04:10:00",1,QLD1,0,53.69327,0,53.69327,0,0,5034.32,12.3269,5511.39,0,477.07,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,19,,,,,,,,98.48,,,,,,,,72.95,,,,,,0,9925.027,240,5028.98779,5039.47,,29.6,,,,75.57,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,9.99,9.99,0
D,DREGION,,2,"2018/07/28 04:10:00",1,SA1,0,78.69,0,78.69,0,0,1159.55,-2.91936,877.33,0,-282.22,0,,,40,,,,,,,,19,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,9.90235,2558.168,80,1169.11499,1175.95,,0,,,,10,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,9.99,9.99,0
D,DREGION,,2,"2018/07/28 04:10:00",1,TAS1,0,9.76993,0,9.76993,0,0,1144.41,1.37314,1589.81,0,445.4,0,,,137.03,,,,,,,,138.08,,,,,,,,25.58,,,,,,,,36.54,,,,,,,,0,,,,,,,,0,,,,,,3.06329,2414.218,0,1156.26038,1161.78,,50,,,,10,,,,,,,,,,,,,,,,,,,0.49,0.49,0,1.37272,1.37272,0,8.9,8.9,0,8.9,8.9,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,8.91007,8.91007,0
D,DREGION,,2,"2018/07/28 04:10:00",1,VIC1,0,10.5,0,10.5,0,0,4147.18,-0.02686,4625.99,0,478.81,0,,,39.49,,,,,,,,15,,,,,,,,15,,,,,,,,76,,,,,,,,59,,,,,,,,72.33,,,,,,0,8615.44044,0,4190.55469,4190.82,,3.4,,,,4,,,,,,,,,,,,,,,,,,,4.99,4.99,0,10,10,0,14.49,14.49,0,14.49,14.49,0,0.02,0.02,0,0.03,0.03,0,0.07,0.07,0,9.99,9.99,0
