C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2018/08/20,04:05:34,0000000298198621,,0000000298198615
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2018/08/19 04:05:00",1,NSW1,0,53.85108,0,53.85108,0,0,6361.87,12.65967,5050.15,80,-1391.72,0,,,110,,,,,,,,50,,,,,,,,48,,,,,,,,292.22,,,,,,,,151.6,,,,,,,,143.6,,,,,,-7.81108,10079.18909,80,6492.09277,6488.13,,54.89,,,,40,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,9.79,9.79,0,9.79,9.79,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,QLD1,0,50.12338,0,50.12338,0,0,5019.53,50.07739,5451.34,0,431.82,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,23,,,,,,,,130,,,,,,,,116,,,,,,0.99898,9935,240,4976.729,5023.08,,25.11,,,,116.16,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,9.79,9.79,0,9.79,9.79,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,SA1,0,-48.6011,0,-48.6011,0,0,983.87,-5.62806,1131.46,0,147.6,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,15.37739,2582.941,80,995.9198,992.13,,40,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,9.79,9.79,0,9.79,9.79,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,TAS1,0,-46.23634,0,-46.23634,0,0,1114.43,0.59769,1271.74,0,157.31,0,,,0,,,,,,,,55.79,,,,,,,,3.11,,,,,,,,0,,,,,,,,0,,,,,,,,35,,,,,,7.07571,2352.742,0,1108.71838,1116.33,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,9.79,9.79,0,9.79,9.79,0,0.03,0.03,0,0.07,0.07,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,VIC1,0,-48.33,0,-48.33,0,0,3829.64,-20.63989,4581.73,0,752.1,0,,,147.8,,,,,,,,76.58,,,,,,,,15,,,,,,,,161,,,,,,,,155.51,,,,,,,,98.51,,,,,,-15.65255,9456.75855,0,3911.06641,3866.78,,0,,,,0,,,,,,,,,,,,,,,,,,,2,2,0,2,2,0,9.79,9.79,0,9.79,9.79,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,NSW1,1,53.75046,0,53.75046,0,0,6361.87,12.65967,5076.32,80,-1365.55,0,,,110,,,,,,,,50,,,,,,,,48,,,,,,,,335.23,,,,,,,,186.6,,,,,,,,171.6,,,,,,-7.81108,10079.18909,80,6492.09277,6488.87,,54.98,,,,61.05,,,,,,,,,,,,,,,,,,,4.95,4.95,0,9.94302,9.94302,0,14.6,14.6,0,23.98078,23.98078,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,QLD1,1,50.36543,0,50.36543,0,0,5019.53,50.07739,5406.36,0,386.83,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,23,,,,,,,,110,,,,,,,,56,,,,,,0.99898,9935,240,4976.729,5022.98,,25.02,,,,68.95,,,,,,,,,,,,,,,,,,,4.95,4.95,0,9.94302,9.94302,0,14.6,14.6,0,23.98078,23.98078,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,SA1,1,-76.11254,0,-76.11254,0,0,983.87,-5.62806,1251.46,0,267.6,0,,,40,,,,,,,,18.54,,,,,,,,40,,,,,,,,41,,,,,,,,19,,,,,,,,63,,,,,,15.37739,2582.941,80,995.9198,996.52,,40,,,,0,,,,,,,,,,,,,,,,,,,4.95,4.95,0,9.94302,9.94302,0,14.6,14.6,0,23.98078,23.98078,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,TAS1,1,-73.87822,0,-73.87822,0,0,1114.43,0.59769,1272.54,0,158.11,0,,,0,,,,,,,,56.57,,,,,,,,3.11,,,,,,,,0,,,,,,,,24.36,,,,,,,,61.36,,,,,,7.07571,2352.742,0,1108.71838,1116.35,,0,,,,0,,,,,,,,,,,,,,,,,,,4.95,4.95,0,9.94302,9.94302,0,14.6,14.6,0,23.98078,23.98078,0,0.03,0.03,0,0.07,0.07,0,0.44,0.44,0,18.4,18.4,0
D,DREGION,,2,"2018/08/19 04:05:00",1,VIC1,1,-77.39,0,-77.39,0,0,3829.64,-20.63989,4494.78,0,665.15,0,,,147.8,,,,,,,,75.8,,,,,,,,15,,,,,,,,145,,,,,,,,117,,,,,,,,105,,,,,,-15.65255,9456.75855,0,3911.06641,3876.75,,0,,,,0,,,,,,,,,,,,,,,,,,,4.95,4.95,0,9.94302,9.94302,0,14.6,14.6,0,23.98078,23.98078,0,0.03,0.03,0,0.14,0.14,0,0.44,0.44,0,18.4,18.4,0
